#{"t_start": 1764686546.8900163, "env_id": "None"}
r,l,t
52.835,53,149.85209
52.67,86,149.946929
52.745,71,150.026111
52.745,71,150.089413
52.785,63,150.169211
52.685,83,150.264173
52.805,59,150.628205
52.76,68,150.691544
52.735,73,150.780855
52.75,70,150.849648
52.82,56,150.91268
52.69,82,151.008372
52.76,68,151.071685
52.82,56,151.134915
52.78,64,151.213425
52.81,58,151.276798
52.78,64,151.340073
52.75,70,151.418806
52.79,62,151.482226
52.725,75,151.561239
52.785,63,151.624547
52.555,109,152.051905
52.78,64,152.114486
52.83,54,152.177808
52.775,65,152.257273
52.295,161,152.415225
52.75,70,152.49482
52.785,63,152.558123
52.765,67,152.621366
52.77,66,152.684654
52.82,56,152.747787
52.805,59,152.811538
52.8,60,152.874819
52.795,61,152.938152
52.735,73,153.032901
52.825,55,153.083823
52.59,102,153.572924
52.815,57,153.636242
52.41,138,153.778503
52.835,53,153.826364
52.855,49,153.873923
52.75,70,153.937554
52.705,79,154.031998
52.8,60,154.095206
52.885,43,154.142597
52.76,68,154.205474
52.8,60,154.285476
52.775,65,154.364107
52.82,56,154.411614
52.795,61,154.506923
52.77,66,154.870768
52.75,70,154.933451
52.685,83,155.044135
52.8,60,155.10744
52.81,58,155.154943
52.775,65,155.233318
52.77,66,155.305576
52.84,52,155.360689
52.785,63,155.42398
52.725,75,155.502511
52.78,64,155.581609
52.76,68,155.644957
52.87,46,155.692448
52.78,64,155.755737
52.75,70,155.834734
52.88,44,155.866255
52.775,65,155.94534
52.82,56,156.309647
52.78,64,156.388492
52.845,51,156.435972
52.75,70,156.514809
52.855,49,156.578209
52.78,64,156.641542
52.845,51,156.692418
52.73,74,156.768337
52.82,56,156.81575
52.85,50,156.878912
52.695,81,156.96543
52.795,61,156.989931
52.63,94,157.100712
52.815,57,157.163895
52.805,59,157.227551
52.84,52,157.275037
52.805,59,157.654688
52.795,61,157.71781
52.885,43,157.749501
52.815,57,157.812839
52.805,59,157.876184
52.83,54,157.923519
52.785,63,158.002671
52.755,69,158.092361
52.805,59,158.145064
52.775,65,158.20828
52.84,52,158.271599
52.79,62,158.334776
52.795,61,158.397933
52.74,72,158.508769
52.82,56,158.55638
52.81,58,158.619747
52.82,56,158.682881
52.855,49,158.730452
52.775,65,159.142
52.805,59,159.221095
52.85,50,159.299883
52.855,49,159.34747
52.84,52,159.410827
52.86,48,159.49505
52.775,65,159.616535
52.78,64,159.689048
52.815,57,159.774855
52.84,52,159.854252
52.68,84,159.980923
52.84,52,160.059895
52.8,60,160.155277
52.855,49,160.234547
52.74,72,160.361214
52.835,53,160.440536
52.78,64,160.535719
52.835,53,160.979768
52.87,46,161.059157
52.845,51,161.138346
52.85,50,161.217592
52.77,66,161.329195
52.79,62,161.424399
52.865,47,161.503654
52.845,51,161.58288
52.86,48,161.646235
52.77,66,161.773173
52.655,89,161.915779
52.71,78,162.042814
52.87,46,162.106491
52.83,54,162.200559
52.865,47,162.280489
52.77,66,162.375735
52.86,48,162.439329
52.75,70,162.566213
52.84,52,163.042378
52.825,55,163.137475
52.86,48,163.21676
52.8,60,163.311953
52.82,56,163.391389
52.88,44,163.453955
52.88,44,163.517205
52.775,65,163.628023
52.855,49,163.723296
52.84,52,163.781308
52.775,65,163.86407
52.84,52,163.92557
52.845,51,163.986034
52.84,52,164.045846
52.78,64,164.11307
52.86,48,164.176722
52.865,47,164.224237
52.825,55,164.287632
52.81,58,164.335102
52.835,53,164.794626
52.835,53,164.857975
52.825,55,164.921373
52.485,123,165.111657
52.845,51,165.19082
52.81,58,165.285193
52.775,65,165.396282
52.485,123,165.490896
52.87,46,165.570314
52.84,52,165.6295
52.83,54,165.697299
52.85,50,165.76088
52.85,50,165.840157
52.87,46,165.919709
52.865,47,165.982936
52.835,53,166.046121
52.87,46,166.14113
52.81,58,166.609346
52.85,50,166.663934
52.83,54,166.727394
52.81,58,166.806876
52.88,44,166.838984
52.805,59,166.918427
52.87,46,166.965824
52.87,46,167.013416
52.86,48,167.060931
52.82,56,167.11061
52.87,46,167.171842
52.825,55,167.23536
52.87,46,167.282708
52.85,50,167.330255
52.86,48,167.377763
52.84,52,167.425478
52.825,55,167.473025
52.82,56,167.583758
52.855,49,167.647068
52.875,45,167.694653
52.635,93,168.124111
52.86,48,168.187373
52.835,53,168.23485
52.75,70,168.313335
52.86,48,168.360894
52.85,50,168.41333
52.855,49,168.456164
52.87,46,168.513409
52.825,55,168.566783
52.88,44,168.61359
52.845,51,168.661121
52.885,43,168.708564
52.79,62,168.787812
52.865,47,168.851212
52.65,90,168.946104
52.81,58,169.014577
52.765,67,169.073314
52.84,52,169.13654
52.84,52,169.500692
52.855,49,169.548416
52.8,60,169.627908
52.83,54,169.691387
52.88,44,169.723146
52.82,56,169.786669
52.855,49,169.849918
52.86,48,169.897502
52.885,43,169.945302
52.79,62,170.015454
52.85,50,170.072103
52.85,50,170.11968
52.73,74,170.215748
52.865,47,170.262159
52.845,51,170.315994
52.85,50,170.37315
52.855,49,170.420537
52.855,49,170.468365
52.875,45,170.515833
52.875,45,170.563332
52.83,54,170.944533
52.87,46,170.992127
52.78,64,171.05553
52.84,52,171.118774
52.89,42,171.150383
52.885,43,171.216847
52.835,53,171.277179
52.855,49,171.324655
52.795,61,171.388049
52.875,45,171.435501
52.86,48,171.48298
52.875,45,171.530379
52.755,69,171.593779
52.87,46,171.641253
52.86,48,171.70472
52.89,42,171.736791
52.865,47,171.799959
52.85,50,171.847789
52.84,52,171.895326
52.85,50,171.958702
52.87,46,172.017943
52.86,48,172.386519
52.855,49,172.449549
52.87,46,172.497024
52.91,38,172.528717
52.865,47,172.576307
52.85,50,172.65556
52.885,43,172.703143
52.89,42,172.750906
52.875,45,172.798367
52.88,44,172.845981
52.89,42,172.893496
52.82,56,172.972887
52.88,44,173.020348
52.88,44,173.083505
52.835,53,173.131027
52.87,46,173.178545
52.785,63,173.273685
52.835,53,173.321131
52.86,48,173.384941
52.79,62,173.448365
52.87,46,173.495922
52.665,87,173.892843
52.765,67,173.956277
52.88,44,174.036342
52.865,47,174.083699
52.875,45,174.131166
52.89,42,174.178687
52.835,53,174.242109
52.87,46,174.28967
52.86,48,174.337601
52.895,41,174.385134
52.885,43,174.432514
52.895,41,174.480047
52.875,45,174.524
52.865,47,174.590923
52.74,72,174.680438
52.865,47,174.724461
52.89,42,174.765767
52.87,46,174.813353
52.86,48,174.861003
52.885,43,174.908627
52.88,44,174.956218
52.905,39,175.336586
52.84,52,175.399831
52.875,45,175.447244
52.765,67,175.510628
52.905,39,175.542213
52.86,48,175.589755
52.885,43,175.637523
52.895,41,175.68508
52.86,48,175.732507
52.895,41,175.780061
52.78,64,175.842948
52.855,49,175.890486
52.865,47,175.938047
52.845,51,176.001425
52.865,47,176.049001
52.88,44,176.09648
52.87,46,176.159992
52.855,49,176.207528
52.895,41,176.255083
52.885,43,176.318618
52.89,42,176.397653
52.86,48,176.761975
52.875,45,176.809545
52.9,40,176.857383
52.87,46,176.904909
52.89,42,176.952427
52.885,43,176.999892
52.855,49,177.047249
52.89,42,177.094798
52.895,41,177.142435
52.875,45,177.190032
52.86,48,177.23764
52.89,42,177.301099
52.86,48,177.348788
52.88,44,177.40555
52.905,39,177.412302
52.85,50,177.459918
52.9,40,177.507474
52.885,43,177.554911
52.895,41,177.602468
52.85,50,177.649923
52.83,54,177.713315
52.875,45,177.760952
52.905,39,177.808544
52.71,78,178.236485
52.9,40,178.28397
52.75,70,178.363531
52.895,41,178.411444
52.91,38,178.443061
52.895,41,178.490548
52.9,40,178.538058
52.9,40,178.56971
52.755,69,178.64886
52.865,47,178.696318
52.895,41,178.734171
52.895,41,178.775613
52.85,50,178.834563
52.895,41,178.870866
52.885,43,178.918413
52.885,43,178.966089
52.9,40,178.997775
52.895,41,179.045342
52.9,40,179.092882
52.9,40,179.134827
52.88,44,179.172197
52.88,44,179.234813
52.905,39,179.267549
52.82,56,179.67954
52.585,103,179.790622
52.895,41,179.822326
52.895,41,179.86992
52.865,47,179.917325
52.9,40,179.965296
52.895,41,179.996956
52.895,41,180.044567
52.895,41,180.092106
52.89,42,180.136483
52.895,41,180.171335
52.905,39,180.218817
52.91,38,180.266411
52.885,43,180.329928
52.895,41,180.37764
52.905,39,180.425107
52.9,40,180.456829
52.895,41,180.504413
52.91,38,180.5377
52.885,43,180.599266
52.905,39,180.646711
52.9,40,180.694506
52.88,44,180.742148
52.9,40,181.074738
52.875,45,181.122231
52.9,40,181.153903
52.9,40,181.201466
52.885,43,181.249027
52.905,39,181.296731
52.89,42,181.360056
52.9,40,181.407632
52.885,43,181.455046
52.885,43,181.496575
52.88,44,181.539501
52.615,97,181.645248
52.89,42,181.69284
52.895,41,181.724573
52.875,45,181.771601
52.895,41,181.819143
52.9,40,181.850754
52.885,43,181.898077
52.9,40,181.945701
52.89,42,181.993222
52.91,38,182.024922
52.91,38,182.072269
52.9,40,182.103926
52.885,43,182.484317
52.9,40,182.515895
52.885,43,182.563437
52.91,38,182.611032
52.895,41,182.642734
52.905,39,182.690304
52.905,39,182.737865
52.89,42,182.769613
52.905,39,182.81709
52.9,40,182.864523
52.88,44,182.912081
52.885,43,182.944116
52.805,59,183.007467
52.9,40,183.055376
52.835,53,183.118869
52.885,43,183.166449
52.895,41,183.213964
52.905,39,183.245676
52.9,40,183.293264
52.9,40,183.342986
52.91,38,183.388524
52.905,39,183.452294
52.905,39,183.483964
52.89,42,183.543169
52.91,38,183.578993
52.905,39,183.912078
52.89,42,183.959519
52.905,39,184.007036
52.905,39,184.043958
52.9,40,184.086287
52.91,38,184.133821
52.91,38,184.165551
52.895,41,184.214309
52.89,42,184.244008
52.91,38,184.275855
52.905,39,184.291946
52.82,56,184.344329
52.905,39,184.387263
52.91,38,184.450638
52.91,38,184.498451
52.85,50,184.54601
52.89,42,184.593578
52.91,38,184.645118
52.905,39,184.688973
52.905,39,184.736508
52.9,40,184.76812
52.895,41,184.81562
52.9,40,184.863419
52.895,41,184.91101
52.895,41,184.945922
52.895,41,185.291653
52.91,38,185.339242
52.9,40,185.386832
52.9,40,185.434366
52.905,39,185.465946
52.905,39,185.51353
52.9,40,185.561035
52.91,38,185.608618
52.865,47,185.65624
52.91,38,185.687923
52.905,39,185.735471
52.89,42,185.76693
52.91,38,185.814453
52.9,40,185.861941
52.91,38,185.909524
52.91,38,185.947417
52.9,40,185.972911
52.91,38,186.020468
52.91,38,186.068007
52.91,38,186.099592
52.905,39,186.131149
52.91,38,186.179042
52.91,38,186.210752
52.9,40,186.258362
52.91,38,186.290079
52.91,38,186.33757
52.9,40,186.717355
52.91,38,186.748899
52.885,43,186.796277
52.91,38,186.843818
52.91,38,186.875848
52.905,39,186.923319
52.825,55,186.970829
52.91,38,187.018332
52.9,40,187.049749
52.9,40,187.097176
52.585,103,187.208451
52.905,39,187.248789
52.91,38,187.271758
52.89,42,187.319206
52.91,38,187.367054
52.91,38,187.414458
52.9,40,187.462162
52.905,39,187.493817
52.9,40,187.541292
52.845,51,187.620975
52.905,39,187.652656
52.905,39,187.700019
52.9,40,187.747419
52.91,38,187.778993
52.91,38,188.127542
52.91,38,188.159199
52.91,38,188.20663
52.905,39,188.254315
52.905,39,188.286036
52.905,39,188.333834
52.91,38,188.365486
52.865,47,188.428623
52.91,38,188.476195
52.9,40,188.523721
52.9,40,188.571408
52.905,39,188.619311
52.91,38,188.666733
52.91,38,188.698671
52.905,39,188.750253
52.91,38,188.793565
52.91,38,188.825248
52.91,38,188.873178
52.91,38,188.920645
52.905,39,188.952477
52.91,38,188.999768
52.91,38,189.031385
52.9,40,189.079249
52.91,38,189.126706
52.91,38,189.158412
52.905,39,189.205898
52.71,78,189.60113
52.91,38,189.664567
52.9,40,189.728398
52.905,39,189.776462
52.9,40,189.80819
52.905,39,189.855724
52.91,38,189.90324
52.91,38,189.934887
52.91,38,189.982247
52.91,38,190.013817
52.905,39,190.061778
52.91,38,190.093464
52.91,38,190.140997
52.9,40,190.188441
52.905,39,190.220138
52.91,38,190.267547
52.905,39,190.315075
52.91,38,190.362723
52.905,39,190.426194
52.9,40,190.505451
52.91,38,190.553578
52.91,38,190.60093
52.89,42,190.632503
52.91,38,190.696317
52.9,40,190.743896
52.905,39,190.77557
52.905,39,191.124029
52.91,38,191.155665
52.905,39,191.203137
52.905,39,191.25455
52.91,38,191.298277
52.905,39,191.330013
52.91,38,191.377537
52.91,38,191.40919
52.905,39,191.520026
52.91,38,191.583465
52.9,40,191.631029
52.91,38,191.662752
52.495,121,191.805493
52.905,39,191.855285
52.91,38,191.884735
52.91,38,191.932159
52.91,38,191.979727
52.91,38,192.011416
52.905,39,192.059013
52.91,38,192.106546
52.905,39,192.138266
52.895,41,192.186151
52.9,40,192.217795
52.9,40,192.265352
52.895,41,192.630583
52.91,38,192.678191
52.895,41,192.709923
52.895,41,192.773062
52.905,39,192.82061
52.91,38,192.857418
52.905,39,192.899727
52.91,38,192.931399
52.91,38,192.979041
52.91,38,193.010739
52.895,41,193.057682
52.45,130,193.200202
52.905,39,193.231866
52.9,40,193.279444
52.91,38,193.311156
52.905,39,193.3586
52.91,38,193.390302
52.91,38,193.421985
52.91,38,193.46953
52.91,38,193.517124
52.91,38,193.564593
52.91,38,193.596313
52.91,38,193.643963
52.91,38,193.675085
52.9,40,194.039006
52.905,39,194.08652
52.895,41,194.133982
52.9,40,194.165532
52.905,39,194.213077
52.905,39,194.24476
52.905,39,194.276374
52.91,38,194.323918
52.895,41,194.371526
52.905,39,194.419075
52.905,39,194.450719
52.895,41,194.498143
52.88,44,194.545758
52.905,39,194.608789
52.895,41,194.660999
52.9,40,194.719978
52.9,40,194.767492
52.905,39,194.815028
52.9,40,194.862792
52.91,38,194.910333
52.895,41,194.957839
52.91,38,194.989607
52.9,40,195.021268
52.895,41,195.068784
52.905,39,195.118731
52.9,40,195.148197
52.89,42,195.476693
52.91,38,195.514018
52.9,40,195.563213
52.905,39,195.59373
52.9,40,195.641297
52.89,42,195.688889
52.91,38,195.720693
52.905,39,195.768289
52.9,40,195.799726
52.905,39,195.863487
52.905,39,195.895117
52.9,40,195.942511
52.91,38,195.990143
52.89,42,196.021843
52.91,38,196.069402
52.905,39,196.101087
52.905,39,196.148539
52.905,39,196.180106
52.905,39,196.227693
52.9,40,196.26449
52.91,38,196.306788
52.905,39,196.338499
52.905,39,196.386498
52.905,39,196.433927
52.91,38,196.471521
52.91,38,196.496684
52.905,39,196.860803
52.91,38,196.90849
52.735,73,196.987745
52.9,40,197.019463
52.905,39,197.06666
52.91,38,197.098313
52.91,38,197.145876
52.91,38,197.177543
52.905,39,197.225087
52.905,39,197.267033
52.91,38,197.304383
52.91,38,197.336098
52.91,38,197.383822
52.91,38,197.431186
52.91,38,197.467473
52.91,38,197.510467
52.905,39,197.558391
52.91,38,197.606031
52.91,38,197.637701
52.91,38,197.685417
52.91,38,197.732849
52.91,38,197.780443
52.91,38,197.812296
52.9,40,197.855106
52.905,39,197.92331
52.91,38,197.970928
52.91,38,198.319578
52.91,38,198.351248
52.91,38,198.398689
52.91,38,198.446095
52.91,38,198.477853
52.91,38,198.525391
52.91,38,198.572841
52.91,38,198.604662
52.905,39,198.652259
52.91,38,198.684105
52.91,38,198.731539
52.905,39,198.779072
52.91,38,198.810778
52.91,38,198.858378
52.9,40,198.89013
52.91,38,198.93771
52.91,38,198.985691
52.9,40,199.033136
52.91,38,199.070368
52.91,38,199.112201
52.91,38,199.143903
52.91,38,199.191498
52.91,38,199.223188
52.91,38,199.254887
52.91,38,199.302313
52.905,39,199.349593
52.91,38,199.381208
52.91,38,199.762175
52.91,38,199.809893
52.905,39,199.857462
52.91,38,199.889442
52.91,38,199.937026
52.91,38,199.971895
52.91,38,200.016038
52.91,38,200.063506
52.91,38,200.095218
51.32,356,200.475436
52.91,38,200.507346
52.905,39,200.554852
52.91,38,200.60244
52.905,39,200.634031
52.905,39,200.681544
52.91,38,200.713217
52.91,38,200.760819
52.9,40,200.808553
52.91,38,201.17511
52.91,38,201.22047
52.91,38,201.252171
52.91,38,201.283747
52.91,38,201.331159
52.91,38,201.362908
52.905,39,201.41047
52.91,38,201.442175
52.91,38,201.489637
52.91,38,201.52134
52.905,39,201.56889
52.905,39,201.616257
52.91,38,201.647862
52.9,40,201.695355
52.91,38,201.727151
52.905,39,201.776219
52.91,38,201.8067
52.91,38,201.854265
52.895,41,201.901778
52.91,38,201.94304
52.91,38,201.980911
52.91,38,202.028494
52.91,38,202.060202
52.91,38,202.123502
52.91,38,202.155209
52.905,39,202.20349
52.91,38,202.23522
52.91,38,202.583676
52.91,38,202.631155
52.905,39,202.66287
52.91,38,202.709732
52.91,38,202.741425
52.91,38,202.789035
52.91,38,202.820686
52.91,38,202.868214
52.91,38,202.91551
52.91,38,202.947097
52.91,38,202.978667
52.91,38,203.026227
52.91,38,203.057877
52.91,38,203.121508
52.905,39,203.169098
52.91,38,203.200727
52.91,38,203.248093
52.91,38,203.297964
52.91,38,203.343098
52.91,38,203.390648
52.91,38,203.422357
52.91,38,203.469943
52.91,38,203.501626
52.91,38,203.549146
52.91,38,203.58053
52.91,38,203.628092
52.905,39,203.981347
52.91,38,204.023676
52.91,38,204.055323
52.91,38,204.102798
52.91,38,204.150648
52.91,38,204.197512
52.905,39,204.245085
52.91,38,204.282022
52.91,38,204.324403
52.91,38,204.356066
52.91,38,204.403587
52.91,38,204.435258
52.91,38,204.482127
52.91,38,204.513742
52.91,38,204.561307
52.91,38,204.592993
52.91,38,204.640541
52.89,42,204.688418
52.91,38,204.735772
52.91,38,204.798997
52.91,38,204.846539
52.91,38,204.883107
52.91,38,204.92596
52.91,38,204.957638
52.91,38,205.005099
52.91,38,205.036764
52.91,38,205.083104
52.91,38,205.432964
52.91,38,205.46452
52.91,38,205.515668
52.91,38,205.544168
52.91,38,205.591649
52.91,38,205.623309
52.91,38,205.670904
52.91,38,205.718364
52.91,38,205.749837
52.91,38,205.797637
52.91,38,205.829337
52.91,38,205.876958
52.91,38,205.908579
52.91,38,205.956131
52.91,38,205.987708
52.91,38,206.040581
52.91,38,206.066947
52.91,38,206.098494
52.91,38,206.146033
52.91,38,206.183841
52.91,38,206.225682
52.91,38,206.273645
52.91,38,206.321131
52.91,38,206.352765
52.91,38,206.400097
52.91,38,206.447526
52.91,38,206.484379
52.91,38,206.907762
52.91,38,206.955281
52.91,38,207.003042
52.91,38,207.034731
52.91,38,207.085489
52.91,38,207.113976
52.91,38,207.161536
52.91,38,207.193232
52.91,38,207.240773
52.91,38,207.288595
52.91,38,207.336132
52.91,38,207.36781
52.91,38,207.415335
52.905,39,207.462734
52.91,38,207.494483
52.905,39,207.542026
52.91,38,207.589667
52.91,38,207.621305
52.91,38,207.66891
52.91,38,207.716762
52.91,38,207.748426
52.91,38,207.79608
52.91,38,207.827736
52.91,38,207.875336
52.91,38,207.923006
52.91,38,207.954711
52.91,38,208.002624
52.91,38,208.36701
52.91,38,208.398672
52.91,38,208.446105
52.91,38,208.488103
52.91,38,208.525459
52.91,38,208.557182
52.91,38,208.604068
52.905,39,208.651612
52.91,38,208.688366
52.91,38,208.730737
52.91,38,208.778269
52.91,38,208.809995
52.91,38,208.85751
52.91,38,208.888678
52.91,38,208.936181
52.91,38,208.967748
52.91,38,209.015211
52.91,38,209.046842
52.91,38,209.094496
52.91,38,209.126199
52.91,38,209.173732
52.91,38,209.205294
52.91,38,209.252825
52.91,38,209.289697
52.91,38,209.332021
52.91,38,209.395453
52.905,39,209.443102
52.91,38,209.853957
52.91,38,209.917433
52.91,38,209.964941
52.91,38,209.996619
52.91,38,210.044122
52.91,38,210.091094
52.91,38,210.132311
52.905,39,210.154302
52.905,39,210.170039
52.91,38,210.20163
52.91,38,210.233188
52.91,38,210.280674
52.91,38,210.327917
52.91,38,210.375567
52.905,39,210.439263
52.91,38,210.486781
52.91,38,210.536783
52.91,38,210.565868
52.91,38,210.61342
52.91,38,210.661081
52.91,38,210.708059
51.525,315,211.532468
52.91,38,211.580069
52.91,38,211.611188
52.91,38,211.658864
52.91,38,211.706749
52.91,38,211.754379
52.07,206,211.995834
52.91,38,212.023898
52.91,38,212.071387
52.91,38,212.10318
52.91,38,212.150609
52.91,38,212.182139
52.91,38,212.229974
52.91,38,212.261648
52.905,39,212.309202
52.91,38,212.340904
52.91,38,212.388416
52.91,38,212.420086
52.91,38,212.467607
52.91,38,212.531034
52.91,38,212.578566
52.91,38,212.91189
52.91,38,212.943782
52.91,38,212.959675
52.91,38,213.023148
52.91,38,213.070538
52.91,38,213.135847
52.91,38,213.197949
52.91,38,213.245331
52.91,38,213.292915
52.91,38,213.324654
52.91,38,213.372214
52.905,39,213.403877
52.91,38,213.435532
52.91,38,213.482925
52.91,38,213.51437
52.91,38,213.578268
52.91,38,213.609977
52.91,38,213.657541
52.91,38,213.698951
52.91,38,213.736763
52.91,38,213.784296
52.91,38,213.831904
52.91,38,213.87936
52.91,38,213.910975
52.91,38,213.958494
52.91,38,213.999398
52.91,38,214.037708
52.91,38,214.370627
52.91,38,214.418095
52.91,38,214.449589
52.625,95,214.544371
52.91,38,214.600283
52.91,38,214.639624
52.91,38,214.687211
52.91,38,214.718929
52.91,38,214.766316
52.91,38,214.813731
52.91,38,214.877502
52.91,38,214.925046
52.91,38,214.956712
52.91,38,215.004406
52.91,38,215.036114
52.905,39,215.083647
52.91,38,215.130983
52.91,38,215.178637
52.91,38,215.226289
52.91,38,215.273853
52.91,38,215.321446
52.91,38,215.359185
52.91,38,215.385003
52.91,38,215.432323
52.91,38,215.464018
52.91,38,215.845165
52.91,38,215.892756
52.905,39,215.924492
52.91,38,215.972022
52.91,38,216.003937
52.91,38,216.051433
52.91,38,216.08301
52.91,38,216.130452
52.91,38,216.162188
52.91,38,216.209895
52.91,38,216.257412
52.91,38,216.289123
52.91,38,216.336673
52.91,38,216.368397
52.91,38,216.415945
52.91,38,216.447632
52.91,38,216.495147
52.91,38,216.526833
52.91,38,216.574397
52.91,38,216.606112
52.91,38,216.637785
52.91,38,216.717454
52.91,38,216.749035
52.91,38,216.796571
52.91,38,216.844095
52.91,38,216.875805
52.905,39,216.923346
