#{"t_start": 1764688699.261118, "env_id": "None"}
r,l,t
52.11,198,109.383784
52.11,198,109.880153
52.11,198,110.087168
52.11,198,110.326006
52.11,198,110.53362
52.11,198,110.724488
52.11,198,111.274903
52.11,198,111.585901
52.11,198,111.888174
52.11,198,112.142036
52.11,198,112.477576
52.11,198,113.149283
52.11,198,113.451306
52.11,198,113.781486
52.11,198,114.088525
52.11,198,114.408613
52.11,198,115.046134
52.11,198,115.385511
52.11,198,115.620823
52.11,198,115.840305
52.11,198,116.149273
52.11,198,116.606267
52.11,198,116.797202
52.11,198,117.005382
52.11,198,117.262191
52.11,198,117.565166
52.105,199,117.821186
52.11,198,118.491068
52.11,198,118.775683
52.11,198,119.01672
52.11,198,119.222759
52.11,198,119.430396
52.11,198,119.936396
52.11,198,120.125767
52.11,198,120.347381
52.11,198,120.569683
52.105,199,120.775001
52.11,198,121.265279
52.11,198,121.471239
52.11,198,121.677896
52.11,198,121.902458
52.11,198,122.088902
52.11,198,122.611182
52.11,198,122.817138
52.11,198,123.038295
52.11,198,123.243678
52.11,198,123.44894
52.11,198,123.971719
52.11,198,124.240905
52.11,198,124.44647
52.11,198,124.684884
52.11,198,124.910619
52.11,198,125.428046
52.11,198,125.649181
52.11,198,125.855229
52.11,198,126.076836
52.11,198,126.282138
52.11,198,126.503276
52.11,198,127.027256
52.11,198,127.249058
52.11,198,127.454437
52.11,198,127.643999
52.11,198,127.787153
52.11,198,128.280391
52.11,198,128.470576
52.11,198,128.691986
52.11,198,128.913918
52.11,198,129.123843
52.11,198,129.563777
52.11,198,129.675588
52.11,198,129.771125
52.11,198,129.898848
52.105,199,130.057271
52.11,198,130.619973
52.11,198,130.834695
52.11,198,131.040873
52.11,198,131.245855
52.11,198,131.451809
52.11,198,131.974
52.11,198,132.179826
52.11,198,132.385486
52.11,198,132.591138
52.11,198,132.780577
52.11,198,133.287956
52.11,198,133.509528
52.11,198,133.714781
52.11,198,133.921489
52.11,198,134.138104
52.105,199,134.333125
52.11,198,134.823615
52.11,198,135.061368
52.11,198,135.267336
52.11,198,135.488857
52.11,198,135.694857
52.11,198,136.217114
52.11,198,136.422817
52.11,198,136.628865
52.11,198,136.818733
52.11,198,137.040449
52.11,198,137.562879
52.11,198,137.768808
52.11,198,137.974722
52.11,198,138.197388
52.11,198,138.386965
52.11,198,138.893027
52.11,198,139.114506
52.11,198,139.369614
52.11,198,139.560907
52.11,198,139.767146
52.11,198,140.290399
52.11,198,140.512065
52.11,198,140.718033
52.11,198,140.923823
52.11,198,141.161075
52.11,198,141.661025
52.11,198,141.87345
52.11,198,142.143729
52.11,198,142.363466
52.11,198,142.554945
52.11,198,142.808797
52.11,198,143.367056
52.11,198,143.569881
52.11,198,143.775247
52.11,198,143.980645
52.11,198,144.192618
52.11,198,144.694188
52.105,199,144.901191
52.11,198,145.106818
52.11,198,145.328137
52.11,198,145.549652
52.11,198,146.05571
52.11,198,146.261234
52.105,199,146.562502
52.11,198,146.879267
52.11,198,147.100946
52.11,198,147.719073
52.11,198,148.020289
52.11,198,148.337018
52.11,198,148.653623
52.11,198,148.954852
52.11,198,149.605695
52.11,198,149.906835
52.11,198,150.207988
52.105,199,150.524976
52.11,198,150.825698
52.11,198,151.396514
52.11,198,151.702527
52.11,198,151.892257
52.11,198,152.143758
52.11,198,152.455491
52.11,198,152.772355
52.11,198,153.407212
52.11,198,153.740018
52.11,198,153.946054
52.11,198,154.151968
52.11,198,154.404909
52.11,198,154.785568
52.11,198,154.880974
52.11,198,154.998395
52.11,198,155.198846
52.11,198,155.404787
52.11,198,155.943338
52.11,198,156.149531
52.11,198,156.355476
52.11,198,156.561697
52.11,198,156.767787
52.11,198,157.321955
52.11,198,157.512019
52.11,198,157.733581
52.11,198,157.939307
52.11,198,158.129307
52.11,198,158.635917
52.11,198,158.87349
52.11,198,159.079309
52.1,200,159.269249
52.11,198,159.475012
52.11,198,159.982098
52.11,198,160.172362
52.11,198,160.393999
52.11,198,160.631707
52.11,198,160.885691
52.11,198,161.099765
52.11,198,161.520408
52.11,198,161.614757
52.11,198,161.709635
52.11,198,161.788826
52.11,198,161.947205
52.11,198,162.469862
52.11,198,162.659753
52.11,198,162.865516
52.11,198,163.087209
52.11,198,163.27712
52.11,198,163.674931
52.11,198,163.770538
52.11,198,163.865724
52.11,198,164.039945
52.11,198,164.245663
52.11,198,164.752656
52.11,198,164.958414
52.11,198,165.164245
52.11,198,165.370464
52.11,198,165.592004
52.11,198,166.097748
52.11,198,166.3036
52.11,198,166.525323
52.11,198,166.730749
52.11,198,166.936596
52.11,198,167.507003
52.11,198,167.71257
52.11,198,167.912604
52.11,198,168.108242
52.11,198,168.313979
52.11,198,168.541882
52.11,198,169.026484
52.11,198,169.248439
52.11,198,169.454341
52.11,198,169.707739
52.11,198,169.897954
52.11,198,170.404363
52.11,198,170.674497
52.11,198,170.880136
52.11,198,171.070131
52.11,198,171.3084
52.11,198,171.84793
52.11,198,172.053652
52.11,198,172.259454
52.11,198,172.465272
52.11,198,172.687215
52.11,198,173.225861
52.11,198,173.45614
52.11,198,173.66957
52.11,198,173.875523
52.11,198,174.065553
52.11,198,174.572993
52.11,198,174.77914
52.11,198,174.984966
52.11,198,175.175228
52.11,198,175.397107
52.11,198,175.650631
52.11,198,176.141705
52.11,198,176.366293
52.11,198,176.585761
52.11,198,176.807459
52.11,198,177.029326
52.11,198,177.569663
52.11,198,177.88495
52.11,198,178.090864
52.11,198,178.297235
52.11,198,178.503434
52.11,198,179.026537
52.11,198,179.216694
52.11,198,179.422342
52.11,198,179.644416
52.11,198,179.83431
52.11,198,180.340617
52.11,198,180.546682
52.11,198,180.799998
52.11,198,181.006171
52.11,198,181.196059
52.11,198,181.73511
52.11,198,181.941086
52.11,198,182.130992
52.11,198,182.352891
52.11,198,182.669805
52.11,198,183.287093
52.11,198,183.604035
52.11,198,183.92057
52.11,198,184.047299
52.11,198,184.205515
52.11,198,184.506506
52.11,198,185.203963
52.11,198,185.505383
52.11,198,185.823157
52.11,198,186.125068
52.11,198,186.394352
52.11,198,187.024924
52.11,198,187.268144
52.11,198,187.504805
52.11,198,187.821707
52.11,198,188.075737
52.11,198,188.742428
52.11,198,189.075558
52.11,198,189.281309
52.11,198,189.487141
52.11,198,189.717376
52.11,198,190.184654
52.11,198,190.400501
52.11,198,190.628405
52.11,198,190.866726
52.11,198,191.088189
52.11,198,191.594354
52.11,198,191.799794
52.11,198,192.021756
52.11,198,192.212466
52.11,198,192.437196
52.11,198,192.877763
52.11,198,193.099533
52.11,198,193.306271
52.11,198,193.511954
52.11,198,193.718066
52.11,198,193.938722
52.11,198,194.429512
52.11,198,194.635025
52.11,198,194.840586
52.11,198,195.046404
52.11,198,195.268322
52.11,198,195.774397
52.11,198,195.996347
52.11,198,196.218109
52.11,198,196.439302
52.11,198,196.644834
52.11,198,197.15191
52.11,198,197.357682
52.11,198,197.563164
52.11,198,197.752714
52.11,198,197.990536
52.11,198,198.49775
52.11,198,198.751297
52.11,198,199.085022
52.11,198,199.386475
52.11,198,199.592466
52.11,198,200.178668
52.11,198,200.400251
52.11,198,200.60588
52.11,198,200.839108
52.11,198,201.049918
52.11,198,201.540654
52.11,198,201.746023
52.11,198,201.951574
52.11,198,202.157792
52.11,198,202.363934
52.11,198,202.569293
52.11,198,203.091646
52.11,198,203.298017
52.11,198,203.520272
52.11,198,203.710042
52.11,198,203.931434
52.11,198,204.454426
52.11,198,204.659779
52.11,198,204.865718
52.11,198,205.087431
52.11,198,205.277052
52.11,198,205.783488
52.11,198,206.021693
52.11,198,206.227495
52.11,198,206.432825
52.11,198,206.638688
52.11,198,207.144888
52.11,198,207.334602
52.11,198,207.572111
52.11,198,207.777723
52.11,198,207.983249
52.11,198,208.488527
52.11,198,208.710039
52.11,198,208.915855
52.11,198,209.121405
52.11,198,209.326823
52.11,198,209.833089
52.11,198,210.038599
52.11,198,210.228727
52.11,198,210.434123
52.11,198,210.639881
52.11,198,210.877806
52.11,198,211.399519
52.11,198,211.589378
52.11,198,211.794997
52.11,198,212.00042
52.11,198,212.206129
52.11,198,212.71199
52.11,198,212.980962
52.11,198,213.186053
52.11,198,213.39179
52.11,198,213.644895
52.11,198,214.151793
52.11,198,214.357415
52.11,198,214.562866
52.11,198,214.768529
52.11,198,215.021118
52.11,198,215.511023
52.11,198,215.716887
52.11,198,215.970022
52.11,198,216.185041
52.11,198,216.385448
52.11,198,216.902099
52.11,198,217.107526
52.11,198,217.392042
52.11,198,217.693213
52.11,198,218.025879
52.11,198,218.675784
52.11,198,218.977571
52.11,198,219.29485
52.11,198,219.59568
52.11,198,219.897675
52.11,198,220.21508
52.11,198,220.801667
52.11,198,221.055987
52.11,198,221.357352
52.11,198,221.563325
52.11,198,221.768997
52.11,198,222.400768
52.11,198,222.502085
52.11,198,222.601473
52.11,198,222.701806
52.11,198,222.80424
52.11,198,223.263608
52.11,198,223.504795
52.11,198,223.805652
52.11,198,224.134951
52.11,198,224.325341
52.11,198,224.846206
52.11,198,225.087307
52.11,198,225.293027
52.11,198,225.482545
52.11,198,225.687942
52.11,198,226.226092
52.11,198,226.431649
52.11,198,226.637405
52.11,198,226.827007
52.11,198,227.032618
52.11,198,227.254084
52.11,198,227.744185
52.11,198,227.949758
52.11,198,228.15525
52.11,198,228.376051
52.11,198,228.581479
52.11,198,229.087279
52.11,198,229.308924
52.11,198,229.514792
52.11,198,229.736393
52.11,198,230.006124
52.11,198,230.7315
52.11,198,231.12874
52.11,198,231.462181
52.11,198,231.857906
52.11,198,232.06347
52.11,198,232.632852
52.11,198,232.933285
52.11,198,233.249968
52.11,198,233.487987
52.11,198,233.693471
52.11,198,234.183479
52.11,198,234.404757
52.11,198,234.610272
52.11,198,234.815956
52.11,198,235.021452
52.11,198,235.537927
52.11,198,235.738413
52.11,198,235.942052
52.11,198,236.15945
52.11,198,236.365305
52.11,198,236.587464
52.11,198,237.093266
52.11,198,237.299114
52.11,198,237.52087
52.11,198,237.726299
52.11,198,237.931756
52.11,198,238.421623
52.11,198,238.647177
52.11,198,238.849406
52.11,198,239.070667
52.11,198,239.260057
52.11,198,239.781721
52.105,199,239.98714
52.11,198,240.192748
52.11,198,240.398438
52.11,198,240.603874
52.11,198,241.159241
52.11,198,241.380315
52.11,198,241.569638
52.11,198,241.82272
52.11,198,242.028447
52.11,198,242.549573
52.11,198,242.758941
52.11,198,242.961982
52.11,198,243.167304
52.11,198,243.372853
52.11,198,243.894894
52.11,198,244.100321
52.11,198,244.30522
52.11,198,244.51065
52.11,198,244.716047
52.11,198,244.937922
52.11,198,245.507333
52.11,198,245.696904
52.11,198,245.918545
52.11,198,246.156373
52.11,198,246.368847
52.11,198,246.851623
52.11,198,247.073444
52.11,198,247.279059
52.11,198,247.484509
52.11,198,247.737435
52.11,198,248.259912
52.11,198,248.513294
52.11,198,248.734911
52.11,198,248.940195
52.11,198,249.145888
52.11,198,249.687743
52.11,198,249.809834
52.11,198,250.047099
52.11,198,250.252387
52.11,198,250.458206
52.11,198,250.986245
52.11,198,251.234393
52.11,198,251.455622
52.11,198,251.660912
52.11,198,251.866201
52.11,198,252.372359
52.11,198,252.625754
52.11,198,252.942619
52.11,198,253.211495
52.11,198,253.432696
52.11,198,253.7489
52.11,198,254.414529
52.11,198,254.715518
52.11,198,255.016567
52.11,198,255.349364
52.11,198,255.650461
52.11,198,256.316026
52.11,198,256.63294
52.11,198,256.902292
52.11,198,257.187519
52.11,198,257.418394
52.11,198,257.876559
52.11,198,258.095535
52.11,198,258.401959
52.11,198,258.713805
52.11,198,259.024064
52.11,198,259.646312
52.11,198,259.900828
52.11,198,260.028105
52.11,198,260.330328
52.11,198,260.538505
52.11,198,261.035696
52.11,198,261.276148
52.11,198,261.483674
52.11,198,261.692261
52.11,198,261.885099
52.11,198,262.38275
52.11,198,262.597114
52.11,198,262.811121
52.11,198,263.011441
52.11,198,263.231857
52.11,198,263.455261
52.11,198,263.952743
52.11,198,264.145292
52.11,198,264.354382
52.11,198,264.562412
52.11,198,264.786261
52.11,198,265.28354
52.11,198,265.523196
52.11,198,265.731049
52.11,198,265.92508
52.11,198,266.132604
52.11,198,266.693443
52.11,198,266.885411
52.11,198,267.093277
52.11,198,267.30095
52.11,198,267.509762
52.11,198,268.026212
52.11,198,268.230715
52.11,198,268.454586
52.11,198,268.662653
52.11,198,268.872554
52.11,198,269.369329
52.11,198,269.57855
52.11,198,269.786253
52.11,198,269.979547
52.11,198,270.188488
52.11,198,270.396561
52.11,198,270.894767
52.11,198,271.103102
52.11,198,271.335978
52.11,198,271.536499
52.11,198,271.760613
52.11,198,272.24093
52.11,198,272.447939
52.11,198,272.656428
52.11,198,272.880601
52.11,198,273.073034
52.11,198,273.584602
52.11,198,273.808998
52.11,198,274.017642
52.11,198,274.210339
52.11,198,274.418407
52.11,198,274.946872
52.11,198,275.156409
52.11,198,275.429144
52.11,198,275.63772
52.11,198,275.845202
52.11,198,276.406886
52.11,198,276.615452
52.11,198,276.808386
52.11,198,277.048344
52.11,198,277.248402
52.11,198,277.770549
52.11,198,277.977602
52.11,198,278.169449
52.11,198,278.378018
52.11,198,278.587702
52.11,198,278.795699
52.11,198,279.309847
52.11,198,279.502941
52.11,198,279.712045
52.11,198,279.920981
52.11,198,280.129566
52.11,198,280.625526
52.11,198,280.866151
52.11,198,281.090773
52.11,198,281.297686
52.11,198,281.521857
52.11,198,282.049217
52.11,198,282.259473
52.11,198,282.466523
52.11,198,282.675513
52.11,198,282.868559
52.11,198,283.476526
52.11,198,283.701409
52.11,198,283.941713
52.11,198,284.150173
52.11,198,284.359333
52.11,198,284.87351
52.11,198,285.06646
52.11,198,285.289814
52.11,198,285.498175
52.11,198,285.707326
52.11,198,286.188289
52.11,198,286.444679
52.11,198,286.652808
52.11,198,286.845193
52.11,198,287.054205
52.11,198,287.262017
52.11,198,287.916222
52.11,198,288.217633
52.11,198,288.552193
52.11,198,288.871219
52.11,198,289.175226
52.11,198,289.802015
52.11,198,290.120369
52.11,198,290.438864
52.11,198,290.760124
52.11,198,291.079742
52.11,198,291.752137
52.11,198,291.999672
52.11,198,292.193244
52.11,198,292.412997
52.11,198,292.652487
52.11,198,293.261078
52.11,198,293.547679
52.11,198,293.714327
52.11,198,293.985308
52.11,198,294.303769
52.11,198,294.879078
52.11,198,295.006625
52.11,198,295.08595
52.11,198,295.181825
52.11,198,295.261489
52.11,198,295.659744
52.11,198,295.867502
52.11,198,296.074939
52.11,198,296.281924
52.11,198,296.520226
52.11,198,296.727204
52.11,198,297.204639
52.11,198,297.411934
52.11,198,297.619114
52.11,198,297.857961
52.11,198,298.128309
52.11,198,298.655126
52.11,198,298.862174
52.11,198,299.068347
52.11,198,299.275946
52.11,198,299.482047
52.11,198,300.008353
52.11,198,300.205148
52.11,198,300.405696
52.11,198,300.606231
52.11,198,300.822937
52.11,198,301.317763
52.11,198,301.557481
52.11,198,301.781394
52.11,198,301.989553
52.11,198,302.197223
52.11,198,302.711682
52.11,198,302.914724
52.11,198,303.113445
52.11,198,303.330135
52.11,198,303.521207
52.11,198,304.046258
52.11,198,304.237865
52.11,198,304.445337
52.11,198,304.65202
52.11,198,304.858219
52.11,198,305.066402
52.11,198,305.642307
52.11,198,305.84949
52.11,198,306.057122
52.11,198,306.264099
52.11,198,306.455785
52.11,198,307.013451
52.11,198,307.221776
52.11,198,307.413287
52.11,198,307.605498
52.11,198,307.843995
52.11,198,308.352139
52.11,198,308.544038
52.11,198,308.750391
52.11,198,308.974332
52.11,198,309.197055
52.11,198,309.691871
52.11,198,309.899508
52.11,198,310.107717
52.11,198,310.314607
52.11,198,310.521729
52.11,198,311.063323
52.11,198,311.254611
52.11,198,311.461593
52.11,198,311.684153
52.11,198,311.875825
52.11,198,312.394092
52.11,198,312.54557
52.11,198,312.753628
52.11,198,312.978157
52.11,198,313.169549
52.11,198,313.424759
52.11,198,314.477407
52.11,198,314.668868
52.11,198,314.876694
52.11,198,315.084133
52.11,198,315.291193
52.11,198,315.768954
52.11,198,315.976295
52.11,198,316.199231
52.11,198,316.391568
52.11,198,316.614956
52.11,198,317.124908
52.11,198,317.332173
52.11,198,317.524146
52.11,198,317.746268
52.11,198,317.954562
52.11,198,318.55827
52.11,198,318.811815
52.11,198,318.956767
52.11,198,319.145402
52.11,198,319.368042
52.11,198,319.877428
52.11,198,320.084447
52.11,198,320.308573
52.11,198,320.499781
52.11,198,320.802504
52.11,198,321.042136
52.11,198,321.665798
52.11,198,321.918265
52.11,198,322.141546
52.11,198,322.368444
52.11,198,322.556166
52.11,198,323.049562
52.11,198,323.320803
52.11,198,323.512221
52.11,198,323.720092
52.11,198,323.927607
52.11,198,324.437618
52.11,198,324.645801
52.11,198,324.852931
52.11,198,325.061267
52.11,198,325.254453
52.11,198,325.751716
52.11,198,325.960201
52.11,198,326.168215
52.11,198,326.393066
52.11,198,326.634588
52.11,198,327.132951
52.11,198,327.358117
52.11,198,327.565102
52.11,198,327.77441
52.11,198,327.967066
52.11,198,328.496245
52.11,198,328.704829
52.11,198,328.928359
52.11,198,329.136085
52.11,198,329.328858
52.11,198,329.552749
52.11,198,330.063235
52.11,198,330.255783
52.11,198,330.463289
52.11,198,330.672854
52.11,198,330.865878
52.11,198,331.363688
52.11,198,331.588207
52.11,198,331.812771
52.11,198,332.006202
52.11,198,332.213752
52.11,198,332.712178
52.11,198,332.920945
52.11,198,333.128842
52.11,198,333.322359
52.11,198,333.530604
52.11,198,334.043109
52.11,198,334.266751
52.11,198,334.459681
52.11,198,334.667629
52.11,198,334.875406
52.11,198,335.371522
52.11,198,335.573633
52.11,198,335.835134
52.11,198,336.042536
52.11,198,336.25095
52.11,198,336.797058
52.11,198,336.989501
52.11,198,337.213187
52.11,198,337.406183
52.11,198,337.614244
52.11,198,337.838314
52.11,198,338.463177
52.11,198,338.657186
52.11,198,338.881569
52.11,198,339.090526
52.11,198,339.299086
52.11,198,339.780328
52.11,198,340.004827
52.11,198,340.198073
52.11,198,340.407289
52.11,198,340.59956
52.11,198,341.144007
52.11,198,341.368057
52.11,198,341.560671
52.11,198,341.784854
52.11,198,342.023333
52.11,198,342.504027
52.11,198,342.696473
52.11,198,342.952422
52.11,198,343.145495
52.11,198,343.354877
52.11,198,343.852383
52.11,198,344.077368
52.11,198,344.286278
52.11,198,344.478896
52.11,198,344.6867
52.11,198,345.183837
52.11,198,345.391984
52.11,198,345.58479
52.11,198,345.778142
52.11,198,345.987468
52.11,198,346.212154
52.11,198,346.711174
52.11,198,346.936024
52.11,198,347.159146
52.11,198,347.366623
52.11,198,347.5597
52.11,198,348.058183
52.11,198,348.26667
52.11,198,348.474842
52.11,198,348.683672
52.11,198,348.875817
52.11,198,349.404047
52.11,198,349.596543
52.11,198,349.789985
52.11,198,349.981799
52.11,198,350.207063
52.11,198,350.705649
52.11,198,350.957463
52.11,198,351.121463
52.11,198,351.377855
52.11,198,351.585981
52.11,198,352.097495
52.11,198,352.306663
52.11,198,352.49895
52.11,198,352.708116
52.11,198,352.915639
52.11,198,353.4122
52.11,198,353.620744
52.11,198,353.813126
52.11,198,354.006109
52.11,198,354.229804
52.11,198,354.471121
52.11,198,354.957026
52.11,198,355.157639
52.11,198,355.387157
52.11,198,355.595479
52.11,198,355.788943
52.11,198,356.270308
52.11,198,356.493974
52.11,198,356.702246
-1642.221212,30000,399.379815
