#{"t_start": 1764689551.3083305, "env_id": "None"}
r,l,t
51.6,300,48.321017
51.605,299,48.47913
51.605,299,48.637608
51.585,303,48.938933
51.61,298,49.08015
51.595,301,49.238524
51.605,299,49.539338
51.605,299,49.702928
51.6,300,49.856041
51.605,299,50.003613
51.58,304,50.28331
51.595,301,50.425535
51.57,306,50.588528
51.57,306,50.868035
51.57,306,51.026869
51.595,301,51.184975
51.605,299,51.485524
51.55,310,51.644057
51.575,305,51.80624
51.595,301,51.961455
51.585,303,52.244637
51.58,304,52.385662
51.595,301,52.560023
51.6,300,52.845787
51.605,299,53.003568
51.59,302,53.146379
51.59,302,53.430122
51.6,300,53.57245
51.605,299,53.714753
51.595,301,53.872819
51.6,300,54.158101
51.595,301,54.315965
51.6,300,54.458423
51.605,299,54.743303
51.605,299,54.885446
51.61,298,55.028475
51.61,298,55.170917
51.605,299,55.455605
51.61,298,55.59779
51.61,298,55.740333
51.595,301,56.049964
51.61,298,56.182858
51.61,298,56.325242
51.595,301,56.483625
51.6,300,56.76906
51.61,298,56.915252
51.61,298,57.069594
51.595,301,57.355131
51.61,298,57.481644
51.61,298,57.639799
51.61,298,57.908568
51.605,299,58.066215
51.605,299,58.217253
51.61,298,58.366821
51.61,298,58.683195
51.61,298,58.825694
51.605,299,58.96784
51.605,299,59.284518
51.605,299,59.442993
51.61,298,59.600259
51.61,298,59.758591
51.605,299,60.059364
51.61,298,60.219272
51.61,298,60.360434
51.61,298,60.662357
51.605,299,60.820513
51.61,298,60.962326
51.61,298,61.103895
51.61,298,61.421634
51.61,298,61.579101
51.61,298,61.736626
51.61,298,62.022305
51.61,298,62.16587
51.61,298,62.340239
51.61,298,62.641175
51.61,298,62.79996
51.61,298,62.942374
51.61,298,63.116637
51.61,298,63.401588
51.61,298,63.559306
51.61,298,63.717909
51.61,298,64.019566
51.61,298,64.177176
51.61,298,64.335479
51.61,298,64.494623
51.61,298,64.77981
51.61,298,64.93803
51.61,298,65.096273
51.61,298,65.39746
51.61,298,65.555675
51.61,298,65.714267
51.61,298,65.872603
51.61,298,66.173886
51.61,298,66.316162
51.61,298,66.44243
51.61,298,66.74372
51.61,298,66.917312
51.61,298,67.059891
51.61,298,67.217876
51.61,298,67.503432
51.61,298,67.64601
51.61,298,67.804155
51.61,298,68.104053
51.61,298,68.262592
51.61,298,68.405573
51.61,298,68.690307
51.61,298,68.848886
51.61,298,68.991399
51.605,299,69.133552
51.61,298,69.435058
51.61,298,69.608897
51.61,298,69.750856
51.61,298,70.035966
51.61,298,70.193874
51.61,298,70.336999
51.61,298,70.47942
51.61,298,70.764625
51.61,298,70.906894
51.61,298,71.064239
51.61,298,71.348577
51.61,298,71.490851
51.61,298,71.633564
51.61,298,71.775756
51.61,298,72.093241
51.61,298,72.283349
51.61,298,72.442164
51.61,298,72.726853
51.61,298,72.900075
51.61,298,73.074296
51.61,298,73.375999
51.61,298,73.542614
51.61,298,73.692427
51.61,298,73.851658
51.61,298,74.144236
51.61,298,74.295323
51.61,298,74.444608
51.61,298,74.744869
51.61,298,74.897637
51.61,298,75.039493
51.61,298,75.182733
51.61,298,75.468079
51.61,298,75.641728
51.61,298,75.799643
51.61,298,76.085167
51.61,298,76.226422
51.61,298,76.369562
51.61,298,76.543565
51.61,298,76.829357
51.61,298,76.987357
51.61,298,77.129744
51.61,298,77.431846
51.61,298,77.590105
51.61,298,77.750257
51.61,298,77.890475
51.61,298,78.207803
51.61,298,78.351317
51.61,298,78.508222
51.61,298,78.792748
51.61,298,78.93482
51.61,298,79.077072
51.61,298,79.353532
51.61,298,79.489079
51.61,298,79.631786
51.61,298,79.773905
51.61,298,80.055068
51.61,298,80.201079
51.61,298,80.343493
51.61,298,80.628569
51.61,298,80.770656
51.61,298,80.897437
51.61,298,81.03958
51.61,298,81.339901
51.61,298,81.466749
51.605,299,81.608919
51.61,298,81.878684
51.61,298,82.020771
51.61,298,82.162929
51.61,298,82.305456
51.61,298,82.574284
51.61,298,82.732289
51.61,298,82.858681
51.61,298,83.1592
51.61,298,83.301863
51.61,298,83.4441
51.61,298,83.713438
51.61,298,83.871475
51.61,298,84.029883
51.61,298,84.171383
51.61,298,84.440031
51.61,298,84.582327
51.61,298,84.724511
51.61,298,85.009398
51.61,298,85.162234
51.61,298,85.309302
51.61,298,85.467226
51.61,298,85.75315
51.61,298,85.89469
51.61,298,86.044235
51.61,298,86.321851
51.61,298,86.479793
51.61,298,86.621977
51.61,298,86.780499
51.61,298,87.065241
51.61,298,87.223287
51.61,298,87.365737
51.61,298,87.651408
51.61,298,87.809768
51.61,298,87.967427
51.61,298,88.268179
51.61,298,88.410796
51.61,298,88.58549
51.61,298,88.767369
51.61,298,89.061063
51.605,299,89.218408
51.605,299,89.392777
51.61,298,89.679059
51.61,298,89.836742
51.61,298,89.978887
51.61,298,90.13665
51.61,298,90.422051
51.61,298,90.596058
51.61,298,90.75464
51.61,298,91.039232
51.61,298,91.197472
51.61,298,91.339145
51.61,298,91.496914
51.61,298,91.781266
51.61,298,91.923575
51.61,298,92.072142
51.61,298,92.351263
51.61,298,92.478038
51.61,298,92.620119
51.61,298,92.762355
51.61,298,93.047225
51.61,298,93.189574
51.61,298,93.347606
51.61,298,93.632576
51.61,298,93.774946
51.61,298,93.917352
51.605,299,94.186569
51.61,298,94.329139
51.61,298,94.476073
51.61,298,94.612973
51.61,298,94.898159
51.61,298,95.040379
51.61,298,95.182523
51.61,298,95.46752
51.61,298,95.593482
51.61,298,95.73562
51.61,298,95.877858
51.61,298,96.163335
51.61,298,96.320687
51.61,298,96.462938
51.61,298,96.74701
51.61,298,96.88949
51.61,298,97.031731
51.61,298,97.179915
51.61,298,97.459227
51.61,298,97.585554
51.61,298,97.727721
51.61,298,98.029159
51.61,298,98.187484
51.61,298,98.346589
51.61,298,98.631006
51.61,298,98.80487
51.61,298,98.947542
51.61,298,99.089879
51.61,298,99.407775
51.61,298,99.565389
51.61,298,99.724213
51.61,298,100.008945
51.61,298,100.166514
51.61,298,100.32395
51.61,298,100.485885
51.61,298,100.76737
51.61,298,100.925428
51.61,298,101.068654
51.61,298,101.354011
51.61,298,101.511719
51.61,298,101.670296
51.61,298,101.82869
51.61,298,102.113982
51.61,298,102.271581
51.61,298,102.430312
51.61,298,102.699658
51.61,298,102.858158
51.61,298,103.031594
51.61,298,103.176384
51.61,298,103.446862
51.61,298,103.591472
51.61,298,103.73611
51.61,298,104.006379
51.61,298,104.150749
51.61,298,104.293601
51.61,298,104.566322
51.61,298,104.694377
51.61,298,104.84284
51.61,298,104.983411
51.61,298,105.269674
51.61,298,105.398769
51.61,298,105.542186
51.61,298,105.827636
51.61,298,105.956069
51.61,298,106.104066
51.61,298,106.244905
51.61,298,106.531145
51.61,298,106.659338
51.61,298,106.803742
51.61,298,107.089487
51.61,298,107.234055
51.61,298,107.363658
51.61,298,107.507283
51.61,298,107.792818
51.61,298,107.920807
51.61,298,108.067224
51.61,298,108.351842
51.61,298,108.500211
51.61,298,108.637627
51.61,298,108.908663
51.61,298,109.052677
51.61,298,109.181542
51.61,298,109.325932
51.61,298,109.618105
51.61,298,109.755493
51.61,298,109.902607
51.61,298,110.200991
51.61,298,110.338253
51.61,298,110.474274
51.61,298,110.604039
51.61,298,110.887837
51.61,298,111.032551
51.61,298,111.160902
51.61,298,111.447875
51.61,298,111.575838
51.61,298,111.735086
51.61,298,111.863625
51.61,298,112.149901
51.61,298,112.278372
51.61,298,112.423592
51.61,298,112.709297
51.61,298,112.837529
51.61,298,112.982164
51.61,298,113.265052
51.61,298,113.409481
51.61,298,113.539981
51.61,298,113.683799
51.61,298,113.952804
51.61,298,114.097179
51.61,298,114.241168
51.61,298,114.511699
51.61,298,114.666033
51.61,298,114.800371
51.61,298,114.945975
51.61,298,115.215165
51.61,298,115.34716
51.61,298,115.487479
51.61,298,115.774595
51.61,298,115.918613
51.61,298,116.062832
51.61,298,116.191187
51.61,298,116.476468
51.61,298,116.620704
51.61,298,116.759064
51.61,298,117.03401
51.61,298,117.178853
51.61,298,117.322521
51.61,298,117.452332
51.61,298,117.787737
51.61,298,117.918182
51.61,298,118.072816
51.61,298,118.357816
51.61,298,118.501095
51.61,298,118.645416
51.61,298,118.920268
51.61,298,119.060236
51.61,298,119.205725
51.61,298,119.351012
51.61,298,119.642666
51.61,298,119.787897
51.61,298,119.929806
51.61,298,120.209516
51.61,298,120.351053
51.61,298,120.49037
51.61,298,120.62282
51.605,299,120.905294
51.61,298,121.050345
51.61,298,121.179186
51.61,298,121.483127
51.61,298,121.624596
51.61,298,121.769346
51.61,298,121.913226
51.61,298,122.185454
51.61,298,122.328955
51.61,298,122.458598
51.61,298,122.744028
51.61,298,122.886638
51.61,298,123.026974
51.61,298,123.301141
51.61,298,123.431541
51.61,298,123.573653
51.61,298,123.717459
51.61,298,123.987817
51.61,298,124.131886
51.61,298,124.27543
51.61,298,124.546145
51.61,298,124.690701
51.61,298,124.835244
51.61,298,124.980005
51.61,298,125.251052
51.61,298,125.396042
51.61,298,125.531322
51.61,298,125.811449
51.61,298,125.954677
51.61,298,126.098637
51.61,298,126.231825
51.61,298,126.513475
51.61,298,126.644563
51.61,298,126.786192
51.61,298,127.056109
51.61,298,127.200699
51.61,298,127.344861
51.61,298,127.472202
51.61,298,127.758983
51.61,298,127.903999
51.61,298,128.04738
51.61,298,128.317057
51.61,298,128.461792
51.61,298,128.590514
51.61,298,128.875975
51.61,298,129.020024
51.61,298,129.1628
51.61,298,129.323539
51.61,298,129.591661
51.61,298,129.737136
51.61,298,129.882579
51.61,298,130.166252
51.61,298,130.309591
51.61,298,130.453625
51.61,298,130.581714
51.61,298,130.868384
51.61,298,130.997227
51.61,298,131.141221
51.61,298,131.427149
51.61,298,131.555288
51.61,298,131.69892
51.61,298,131.850514
51.61,298,132.129623
51.61,298,132.273827
51.61,298,132.403212
51.61,298,132.689667
51.61,298,132.836715
51.61,298,132.976565
51.61,298,133.261822
51.61,298,133.404082
51.61,298,133.546602
51.61,298,133.689379
51.61,298,133.990292
51.61,298,134.132674
51.61,298,134.274886
51.61,298,134.560662
51.61,298,134.702864
51.61,298,134.845148
51.61,298,134.987505
51.61,298,135.272337
51.61,298,135.414751
51.61,298,135.557038
51.61,298,135.846087
51.61,298,135.986027
51.61,298,136.128262
51.61,298,136.270989
51.61,298,136.57219
51.61,298,136.730747
51.61,298,136.888671
51.61,298,137.173524
51.61,298,137.332048
51.61,298,137.505599
51.61,298,137.805891
51.61,298,137.964502
51.61,298,138.122325
51.61,298,138.280488
51.61,298,138.59675
51.61,298,138.754915
51.61,298,138.912413
51.61,298,139.212451
51.61,298,139.370685
51.61,298,139.512876
51.61,298,139.670755
51.61,298,139.955681
51.61,298,140.113966
51.61,298,140.271881
51.61,298,140.572792
51.61,298,140.731344
51.61,298,140.873082
51.61,298,141.03122
51.61,298,141.332891
51.61,298,141.490946
51.61,298,141.647757
51.61,298,141.934642
51.61,298,142.092606
51.61,298,142.254363
51.61,298,142.392845
51.605,299,142.692717
51.61,298,142.854882
51.61,298,143.008707
51.61,298,143.310515
51.61,298,143.455822
51.61,298,143.595789
51.61,298,143.896519
51.61,298,144.03829
51.61,298,144.19653
51.61,298,144.338985
51.61,298,144.623684
51.61,298,144.766046
51.61,298,144.90866
51.61,298,145.209679
51.61,298,145.352078
51.61,298,145.494447
51.61,298,145.636648
51.61,298,145.922502
51.61,298,146.081022
51.61,298,146.223735
51.61,298,146.508836
51.61,298,146.651116
51.61,298,146.809402
51.61,298,146.952037
51.61,298,147.237418
51.61,298,147.395407
51.61,298,147.521868
51.61,298,147.821825
51.61,298,147.964788
51.61,298,148.106352
51.61,298,148.423841
51.61,298,148.566025
51.61,298,148.724799
51.61,298,148.867449
51.61,298,149.152898
51.61,298,149.295274
51.61,298,149.437817
51.61,298,149.739
51.61,298,149.89703
51.61,298,150.038728
51.61,298,150.195802
51.61,298,150.497343
51.61,298,150.639873
51.61,298,150.798172
51.61,298,151.099956
51.61,298,151.258392
51.61,298,151.416131
51.61,298,151.573848
51.61,298,151.889724
51.61,298,152.047952
51.61,298,152.206005
51.61,298,152.492672
51.61,298,152.650892
51.61,298,152.792645
51.61,298,152.95044
51.61,298,153.235568
51.61,298,153.41434
51.61,298,153.57341
51.61,298,153.886944
51.61,298,154.045314
51.61,298,154.204019
51.61,298,154.4895
51.61,298,154.648479
51.61,298,154.789941
51.61,298,154.931513
51.61,298,155.232446
51.61,298,155.376057
51.61,298,155.550024
51.61,298,155.849151
51.61,298,156.007502
51.61,298,156.149803
51.61,298,156.292051
51.61,298,156.593119
51.61,298,156.735386
51.61,298,156.877677
51.61,298,157.19396
51.61,298,157.336124
51.61,298,157.463064
51.61,298,157.605417
51.61,298,157.890749
51.61,298,158.033398
51.61,298,158.179851
51.61,298,158.479987
51.61,298,158.619209
51.61,298,158.761599
51.61,298,159.047071
51.61,298,159.189281
51.61,298,159.347711
51.61,298,159.49058
51.61,298,159.791511
51.61,298,159.9335
51.61,298,160.082917
51.61,298,160.377888
51.61,298,160.520139
51.61,298,160.646652
51.61,298,160.789085
51.61,298,161.084105
51.61,298,161.230857
51.61,298,161.373542
51.61,298,161.657164
51.61,298,161.815286
51.61,298,161.957256
51.61,298,162.099495
51.61,298,162.399675
51.61,298,162.541012
51.61,298,162.698502
51.61,298,162.99881
51.61,298,163.156854
51.61,298,163.314415
51.61,298,163.456665
51.61,298,163.756567
51.61,298,163.913287
51.61,298,164.060537
51.61,298,164.393359
51.61,298,164.562016
51.61,298,164.724495
51.61,298,165.023892
51.61,298,165.174205
51.61,298,165.325768
51.61,298,165.482473
51.61,298,165.794582
51.61,298,165.971437
51.61,298,166.136379
51.61,298,166.437961
51.61,298,166.589177
51.61,298,166.754709
51.61,298,166.911539
51.61,298,167.200143
51.61,298,167.388741
51.61,298,167.540097
51.61,298,167.860369
51.61,298,168.017624
51.61,298,168.175931
51.61,298,168.365254
51.61,298,168.689197
51.61,298,168.847327
51.61,298,169.012695
51.61,298,169.329734
51.61,298,169.48798
51.61,298,169.632066
51.61,298,169.934331
51.61,298,170.077508
51.61,298,170.22219
51.61,298,170.366257
51.61,298,170.669079
51.61,298,170.813189
51.61,298,170.957575
51.61,298,171.275379
51.61,298,171.418883
51.61,298,171.562889
51.61,298,171.707015
51.61,298,172.010436
51.61,298,172.152518
51.61,298,172.301892
51.61,298,172.614014
51.61,298,172.758359
51.61,298,172.90238
51.61,298,173.062735
51.61,298,173.380176
51.61,298,173.539689
51.61,298,173.683905
51.61,298,173.986012
51.61,298,174.130597
51.61,298,174.275134
51.61,298,174.608484
51.61,298,174.752582
51.61,298,174.898196
51.61,298,175.041317
51.61,298,175.343963
51.61,298,175.488139
51.61,298,175.648331
51.61,298,175.963583
51.61,298,176.121332
51.61,298,176.273452
51.61,298,176.434678
51.61,298,176.736704
51.61,298,176.908973
51.61,298,177.075418
51.61,298,177.395265
51.61,298,177.555181
51.61,298,177.71235
51.61,298,177.892321
51.61,298,178.220318
51.61,298,178.375908
51.61,298,178.539204
51.61,298,178.832827
51.61,298,179.006868
51.61,298,179.168454
51.61,298,179.341198
51.61,298,179.6453
51.61,298,179.805444
51.61,298,179.971568
51.61,298,180.26585
51.61,298,180.429367
51.61,298,180.579515
51.61,298,180.884383
51.61,298,181.043525
51.61,298,181.211394
51.61,298,181.363267
51.61,298,181.666515
51.61,298,181.838218
51.61,298,182.001825
51.61,298,182.288833
51.61,298,182.448514
51.61,298,182.606058
51.61,298,182.749752
51.61,298,183.037759
51.61,298,183.180366
51.61,298,183.323565
51.61,298,183.643743
51.61,298,183.78729
51.61,298,183.920287
51.61,298,184.058775
51.61,298,184.3765
51.61,298,184.521185
51.61,298,184.664248
51.61,298,184.982317
51.61,298,185.126653
51.61,298,185.254765
51.61,298,185.572797
51.61,298,185.718935
51.61,298,185.860783
51.61,298,186.004478
51.61,298,186.306861
51.61,298,186.449867
51.61,298,186.594554
51.61,298,186.895684
51.61,298,187.054521
51.61,298,187.199296
51.61,298,187.346792
51.61,298,187.645081
51.61,298,187.789911
51.61,298,187.934488
51.61,298,188.236408
51.61,298,188.380588
51.61,298,188.529585
51.61,298,188.671015
51.61,298,188.971475
51.61,298,189.136544
51.61,298,189.291332
51.61,298,189.604502
51.61,298,189.763083
51.61,298,189.91375
51.61,298,190.076843
51.61,298,190.363011
51.61,298,190.522305
51.61,298,190.683182
51.61,298,190.980713
51.61,298,191.137682
51.61,298,191.289591
51.61,298,191.602348
51.61,298,191.764292
51.61,298,191.920365
51.61,298,192.077769
